"Error: This error will block the book from publishing. The error needs to be fixed in order to publish."
"Notice: This issue will not block the book from publishing and can be safely ignored as there will be no impact."
"Type","Description","Source File","Line Number","Text Preceding Warning or Error","Recommended Fix"
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028198 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028209 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028346 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028357 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028524 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028535 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028546 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028740 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028844 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028855 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028866 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028892 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028903 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0028944 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029006 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029017 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029049 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029090 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029122 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029205 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029216 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029227 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029238 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029249 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029260 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029328 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029339 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029449 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029481 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029492 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029524 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029556 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029639 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029686 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029754 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029810 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029821 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029853 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029927 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0029959 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030012 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030107 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030226 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030309 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030320 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030373 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030426 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030521 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030532 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030543 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030599 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030610 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030699 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030731 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030742 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030774 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030785 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030853 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030879 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030890 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030901 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0030954 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0031001 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0031012 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0031023 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0031076 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0031168 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0031179 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0031232 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0031285 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
"Notice","W14006: No inflections found in inflections group tag <idx:infl>.       line: 0031311 in file: /private/var/folders/fk/0wv75pk56nx3qxln8f7vx5fw0000gn/T/327ddb3a-39a9-4b30-a70b-bcc4e3723093/cTemp/pOut/extractedEpub/html/hebrew_to_english_dict_0.html","","","",""
